Advances in Pure and Applied Mathematics,Walter de Gruyter GmbH,Berlin,1867-1152,1869-6090,,Scholarly Journals,English|French,Mathematics,2030132,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2030132
Advances in Software Engineering,Hindawi Limited,New York,1687-8655,1687-8663,,Scholarly Journals,English,Computers--Computer Programming|Computers--Software,237339,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=237339
Adweek Magazines' Technology Marketing,Adweek LLC,New York,1536-2272,,,Trade Journals,English,Computers--Computer Sales,8187,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=8187
Aequationes Mathematicae,Springer Nature B.V.,Basel,0001-9054,1420-8903,,Scholarly Journals,English,Mathematics,36840,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36840
"African Journal of Library, Archives & Information Science","African Journal of Library, Archival & Information Science",Ibadan,0795-4778,,,Scholarly Journals,English,Library And Information Sciences,736345,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=736345
Agricultural Commodity Statistics,"Australian Bureau of Agricultural and Resource Economics and Sciences, ABARES",Canberra,1839-8235,1839-8391,,Scholarly Journals,,"Agriculture|Business And Economics--Abstracting, Bibliographies, Statistics|Statistics",136195,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=136195
Algorithms,MDPI AG,Basel,,1999-4893,,Scholarly Journals,English,Computers|Mathematics,2032439,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032439
Allied Academies International Conference. Academy of Management Information and Decision Sciences. Proceedings,"Jordan Whitney Enterprises, Inc",Arden,,,,Scholarly Journals,English,Computers--Information Science And Information Theory,38751,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=38751
America's Network,"Questex, LLC",Newton,1075-5292,,,Trade Journals,English,Communications--Computer Applications|Computers--Computer Networks,32312,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32312
American Journal of Mathematics,Johns Hopkins University Press,Baltimore,0002-9327,1080-6377,,Scholarly Journals,English,Mathematics,41735,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=41735
The American Mathematical Monthly,Taylor & Francis Ltd.,Washington,0002-9890,1930-0972,,Scholarly Journals,English,Mathematics,47349,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=47349
"American Mathematical Society. Bulletin, New Series, of the American Mathematical Society",American Mathematical Society,Providence,0273-0979,1088-9485,,Scholarly Journals,English,Mathematics,38168,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=38168
American Review of Political Economy,"Zagros Madjd - Sadjadi, Ph. D.",Winston-Salem,1551-1383,,,Scholarly Journals,English,Business And Economics--Economic Situation And Conditions|Political Science,60284,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=60284
American Society for Information Science and Technology. Meeting. Proceedings of the ... ASIST Annual Meeting,"Wiley Subscription Services, Inc.",Silver Spring,,1550-8390,,Scholarly Journals,English,Library And Information Sciences,2034904,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2034904
AnimationXpress,Athena Information Solutions Pvt. Ltd.,Mumbai,,,,Other Sources,English,Computers--Computer Games,60379,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=60379
Annales Universitatis Mariae Curie-Sklodowska,Maria Curie-Skłodowska University,Lublin,1732-1360,2083-3628,,Scholarly Journals,English,Computers,1976413,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1976413
Annales Universitatis Mariae Curie-Sklodowska,Maria Curie-Skłodowska University,Lublin,0365-1029,2083-7402,,Scholarly Journals,English|French,Mathematics,2016336,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2016336
The Annals of Applied Probability,Institute of Mathematical Statistics,Hayward,1050-5164,2168-8737,,Scholarly Journals,English,Mathematics,105647,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=105647
Annals of Global Analysis and Geometry,Springer Nature B.V.,Dordrecht,0232-704X,1572-9060,,Scholarly Journals,English,Mathematics,31777,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31777
Annals of Operations Research,Springer Nature B.V.,New York,0254-5330,1572-9338,,Scholarly Journals,English,Computers,25585,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=25585
Annals of Probability,Institute of Mathematical Statistics,Hayward,0091-1798,2168-894X,,Scholarly Journals,English,Mathematics,47394,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=47394
Annals of Statistics,Institute of Mathematical Statistics,Hayward,0090-5364,2168-8966,,Scholarly Journals,English,Mathematics|Statistics,47395,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=47395
Annals of the Institute of Statistical Mathematics,Springer Nature B.V.,Tokyo,0020-3157,1572-9052,,Scholarly Journals,English,Mathematics|Statistics,25813,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=25813
Applicable Analysis,Taylor & Francis Ltd.,Abingdon,0003-6811,1563-504X,,Scholarly Journals,English,Mathematics,53162,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=53162
Applications of Mathematics,Springer Nature B.V.,Prague,0862-7940,1572-9109,,Scholarly Journals,English,Mathematics,54190,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54190
Applied Artificial Intelligence,Taylor & Francis Ltd.,Philadelphia,0883-9514,1087-6545,,Scholarly Journals,English,Computers--Artificial Intelligence,53050,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=53050
Applied Computational Intelligence and Soft Computing,Hindawi Limited,New York,1687-9724,1687-9732,,Scholarly Journals,English,Computers|Engineering|Mathematics,237331,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=237331
Applied Informatics,Springer Nature B.V.,Heidelberg,,2196-0089,,Scholarly Journals,English,Computers--Information Science And Information Theory,2046128,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2046128
Applied Intelligence,Springer Nature B.V.,Boston,0924-669X,1573-7497,,Scholarly Journals,English,Computers--Artificial Intelligence|Computers--Computer Networks,326365,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=326365
Applied Mathematical Finance,Taylor & Francis Ltd.,Abingdon,1350-486X,1466-4313,,Scholarly Journals,English,Business And Economics--Banking And Finance|Mathematics,28883,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=28883
Applied Mathematical Modelling,Elsevier BV,New York,1088-8691,0307-904X,,Scholarly Journals,English,Mathematics|Mathematics--Computer Applications,2045280,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2045280
Applied Mathematical and Computational Sciences,Mili Publications,Allahabad,0976-1586,,,Scholarly Journals,English,Mathematics,2032201,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032201
Applied Mathematics and Optimization,Springer Nature B.V.,New York,0095-4616,1432-0606,,Scholarly Journals,English,Mathematics,47316,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=47316
Applied Medical Informatics,SRIMA Publishing House,Cluj-Napoca,1224-5593,2067-7855,,Scholarly Journals,,Computers--Information Science And Information Theory|Medical Sciences,54733,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54733
Applied Sciences,MDPI AG,Basel,,2076-3417,,Scholarly Journals,English,Sciences: Comprehensive Works,2032433,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032433
Apuntes del CENES,Universidad Pedagógica y Tecnológica de Colombia,Tunja,0120-3053,2256-5779,,Scholarly Journals,English|Spanish; Castilian,Business And Economics,2032682,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032682
Archive for Mathematical Logic,Springer Nature B.V.,Heidelberg,0933-5846,1432-0665,,Scholarly Journals,English,Mathematics,29784,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=29784
Archive for Rational Mechanics and Analysis,Springer Nature B.V.,Heidelberg,0003-9527,1432-0673,,Scholarly Journals,English,Mathematics,326363,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=326363
Archives of Computational Methods in Engineering,Springer Nature B.V.,Dordrecht,1134-3060,1886-1784,,Scholarly Journals,English,Engineering--Computer Applications|Mathematics--Computer Applications,1486352,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1486352
Archives of Control Sciences,De Gruyter Poland,Warsaw,1230-2384,2300-2611,,Scholarly Journals,English,Computers--Automation,2026349,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2026349
The Arithmetic Teacher,National Council of Teachers of Mathematics,Reston,0004-136X,2327-0756,,Scholarly Journals,English,Education--Teaching Methods And Curriculum|Mathematics,815,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=815
ArsTechnica.com,"Condé Nast Publications, Inc.",New York,,,,Other Sources,English,Computers,2032523,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032523
Artefactos,Ediciones Universidad de Salamanca,Salamanca,,1989-3612,,Scholarly Journals,Spanish; Castilian,Sciences: Comprehensive Works|Technology: Comprehensive Works,2032090,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2032090
Artificial Intelligence,Elsevier Science Ltd.,Amsterdam,0004-3702,1872-7921,,Scholarly Journals,English,Computers--Artificial Intelligence,2038285,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2038285
The Artificial Intelligence Review,Springer Nature B.V.,Dordrecht,0269-2821,1573-7462,,Scholarly Journals,English,Computers--Artificial Intelligence,36790,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36790
Artificial Intelligence and Law,Springer Nature B.V.,Dordrecht,0924-8463,1572-8382,,Scholarly Journals,English,Computers--Artificial Intelligence|Law,30392,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30392
"Artificial Intelligence for Engineering Design, Analysis and Manufacturing : AI EDAM",Cambridge University Press,Cambridge,0890-0604,1469-1760,,Scholarly Journals,English,Computers--Artificial Intelligence,30334,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30334
Asia - Pacific Financial Markets,Springer Nature B.V.,Dordrecht,1387-2834,1573-6946,,Scholarly Journals,English,"Business And Economics--Banking And Finance - Computer Applications|Business And Economics--Economic Systems And Theories, Economic History|Mathematics",30197,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30197
Asia - Pacific Journal of Operational Research,"World Scientific Publishing Co. Pte., Ltd.",Singapore,0217-5959,0217-5959,,Scholarly Journals,English,Business And Economics--Computer Applications|Computers,30752,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30752
Asia Cloud Forum,"Questex, LLC",Newton,,,,Other Sources,English,Computers,2029767,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029767
Asia Computer Weekly,CMP Business Media Pte Ltd.,Singapore,0129-5896,,,Trade Journals,English,Computers,32809,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32809
Asia Pacific Journal on Computational Engineering,Springer Nature B.V.,Heidelberg,,2196-1166,,Scholarly Journals,English,Computers--Computer Engineering,2034798,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2034798
